AEBODSYS,AETERM,col1,param,value,col2,AETERM_ORD,AEBODSYS_ORD
BLOOD GLUCOSE INCREASED,INVESTIGATIONS,Xanomeline High Dose,n,2,n_aes,12,6
BLOOD GLUCOSE INCREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,12,6
BLOOD GLUCOSE INCREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,12,6
BLOOD GLUCOSE INCREASED,INVESTIGATIONS,Xanomeline Low Dose,n,1,n_aes,12,6
BLOOD URINE PRESENT,INVESTIGATIONS,Placebo,distinct_n,1,n_pct,12,7
BLOOD URINE PRESENT,INVESTIGATIONS,Placebo,distinct_pct,0.0144927536231884,n_pct,12,7
BLOOD URINE PRESENT,INVESTIGATIONS,Placebo,n,1,n_aes,12,7
BLOOD URINE PRESENT,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,7
BLOOD URINE PRESENT,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,7
BLOOD URINE PRESENT,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,7
BLOOD URINE PRESENT,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,12,7
BLOOD URINE PRESENT,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,12,7
BLOOD URINE PRESENT,INVESTIGATIONS,Xanomeline Low Dose,n,0,n_aes,12,7
BODY TEMPERATURE INCREASED,INVESTIGATIONS,Placebo,distinct_n,0,n_pct,12,8
BODY TEMPERATURE INCREASED,INVESTIGATIONS,Placebo,distinct_pct,0,n_pct,12,8
BODY TEMPERATURE INCREASED,INVESTIGATIONS,Placebo,n,0,n_aes,12,8
BODY TEMPERATURE INCREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,8
BODY TEMPERATURE INCREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,8
BODY TEMPERATURE INCREASED,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,8
BODY TEMPERATURE INCREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,12,8
BODY TEMPERATURE INCREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,12,8
BODY TEMPERATURE INCREASED,INVESTIGATIONS,Xanomeline Low Dose,n,1,n_aes,12,8
CYSTOSCOPY,INVESTIGATIONS,Placebo,distinct_n,1,n_pct,12,9
CYSTOSCOPY,INVESTIGATIONS,Placebo,distinct_pct,0.0144927536231884,n_pct,12,9
CYSTOSCOPY,INVESTIGATIONS,Placebo,n,1,n_aes,12,9
CYSTOSCOPY,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,9
CYSTOSCOPY,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,9
CYSTOSCOPY,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,9
CYSTOSCOPY,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,12,9
CYSTOSCOPY,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,12,9
CYSTOSCOPY,INVESTIGATIONS,Xanomeline Low Dose,n,0,n_aes,12,9
ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,Placebo,distinct_n,4,n_pct,12,10
ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,Placebo,distinct_pct,0.05797101449275362,n_pct,12,10
ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,Placebo,n,4,n_aes,12,10
ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,10
ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,10
ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,10
ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,12,10
ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,12,10
ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,Xanomeline Low Dose,n,2,n_aes,12,10
ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,Placebo,distinct_n,1,n_pct,12,11
ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,Placebo,distinct_pct,0.0144927536231884,n_pct,12,11
ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,Placebo,n,1,n_aes,12,11
ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,11
ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,11
ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,11
ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,12,11
ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,12,11
ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,Xanomeline Low Dose,n,1,n_aes,12,11
ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,Placebo,distinct_n,2,n_pct,12,12
ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,Placebo,distinct_pct,0.02898550724637681,n_pct,12,12
ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,Placebo,n,3,n_aes,12,12
ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,Xanomeline High Dose,distinct_n,1,n_pct,12,12
ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,12,12
ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,Xanomeline High Dose,n,1,n_aes,12,12
ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,12,12
ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,12,12
ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,Xanomeline Low Dose,n,1,n_aes,12,12
HEART RATE INCREASED,INVESTIGATIONS,Placebo,distinct_n,1,n_pct,12,13
HEART RATE INCREASED,INVESTIGATIONS,Placebo,distinct_pct,0.0144927536231884,n_pct,12,13
HEART RATE INCREASED,INVESTIGATIONS,Placebo,n,2,n_aes,12,13
HEART RATE INCREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,13
HEART RATE INCREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,13
HEART RATE INCREASED,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,13
HEART RATE INCREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,12,13
HEART RATE INCREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,12,13
HEART RATE INCREASED,INVESTIGATIONS,Xanomeline Low Dose,n,0,n_aes,12,13
HEART RATE IRREGULAR,INVESTIGATIONS,Placebo,distinct_n,1,n_pct,12,14
HEART RATE IRREGULAR,INVESTIGATIONS,Placebo,distinct_pct,0.0144927536231884,n_pct,12,14
HEART RATE IRREGULAR,INVESTIGATIONS,Placebo,n,4,n_aes,12,14
HEART RATE IRREGULAR,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,14
HEART RATE IRREGULAR,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,14
HEART RATE IRREGULAR,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,14
HEART RATE IRREGULAR,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,12,14
HEART RATE IRREGULAR,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,12,14
HEART RATE IRREGULAR,INVESTIGATIONS,Xanomeline Low Dose,n,0,n_aes,12,14
NASAL MUCOSA BIOPSY,INVESTIGATIONS,Placebo,distinct_n,0,n_pct,12,16
NASAL MUCOSA BIOPSY,INVESTIGATIONS,Placebo,distinct_pct,0,n_pct,12,16
NASAL MUCOSA BIOPSY,INVESTIGATIONS,Placebo,n,0,n_aes,12,16
NASAL MUCOSA BIOPSY,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,16
NASAL MUCOSA BIOPSY,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,16
NASAL MUCOSA BIOPSY,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,16
NASAL MUCOSA BIOPSY,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,12,16
NASAL MUCOSA BIOPSY,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,12,16
NASAL MUCOSA BIOPSY,INVESTIGATIONS,Xanomeline Low Dose,n,1,n_aes,12,16
NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,Placebo,distinct_n,0,n_pct,12,17
NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,Placebo,distinct_pct,0,n_pct,12,17
NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,Placebo,n,0,n_aes,12,17
NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,17
NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,17
NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,17
NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,12,17
NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,12,17
NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,Xanomeline Low Dose,n,2,n_aes,12,17
URINE ANALYSIS ABNORMAL,INVESTIGATIONS,Placebo,distinct_n,0,n_pct,12,18
URINE ANALYSIS ABNORMAL,INVESTIGATIONS,Placebo,distinct_pct,0,n_pct,12,18
URINE ANALYSIS ABNORMAL,INVESTIGATIONS,Placebo,n,0,n_aes,12,18
URINE ANALYSIS ABNORMAL,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,18
URINE ANALYSIS ABNORMAL,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,18
URINE ANALYSIS ABNORMAL,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,18
URINE ANALYSIS ABNORMAL,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,12,18
URINE ANALYSIS ABNORMAL,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,12,18
URINE ANALYSIS ABNORMAL,INVESTIGATIONS,Xanomeline Low Dose,n,2,n_aes,12,18
WEIGHT DECREASED,INVESTIGATIONS,Placebo,distinct_n,0,n_pct,12,19
WEIGHT DECREASED,INVESTIGATIONS,Placebo,distinct_pct,0,n_pct,12,19
WEIGHT DECREASED,INVESTIGATIONS,Placebo,n,0,n_aes,12,19
WEIGHT DECREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,19
WEIGHT DECREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,19
WEIGHT DECREASED,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,19
WEIGHT DECREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,12,19
WEIGHT DECREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,12,19
WEIGHT DECREASED,INVESTIGATIONS,Xanomeline Low Dose,n,2,n_aes,12,19
WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,Placebo,distinct_n,0,n_pct,12,20
WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,Placebo,distinct_pct,0,n_pct,12,20
WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,Placebo,n,0,n_aes,12,20
WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_n,0,n_pct,12,20
WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,12,20
WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,Xanomeline High Dose,n,0,n_aes,12,20
WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,12,20
WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,12,20
WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,Xanomeline Low Dose,n,2,n_aes,12,20
METABOLISM AND NUTRITION DISORDERS,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_n,6,n_pct,13,8
METABOLISM AND NUTRITION DISORDERS,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_pct,0.08695652173913043,n_pct,13,8
METABOLISM AND NUTRITION DISORDERS,METABOLISM AND NUTRITION DISORDERS,Placebo,n,8,n_aes,13,8
METABOLISM AND NUTRITION DISORDERS,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_n,3,n_pct,13,8
METABOLISM AND NUTRITION DISORDERS,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_pct,0.04285714285714286,n_pct,13,8
METABOLISM AND NUTRITION DISORDERS,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,n,5,n_aes,13,8
METABOLISM AND NUTRITION DISORDERS,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,13,8
METABOLISM AND NUTRITION DISORDERS,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,13,8
METABOLISM AND NUTRITION DISORDERS,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,n,1,n_aes,13,8
DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_n,1,n_pct,13,1
DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,13,1
DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Placebo,n,2,n_aes,13,1
DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,13,1
DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,13,1
DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,n,2,n_aes,13,1
DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,13,1
DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,13,1
DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,n,0,n_aes,13,1
DEHYDRATION,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_n,1,n_pct,13,2
DEHYDRATION,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,13,2
DEHYDRATION,METABOLISM AND NUTRITION DISORDERS,Placebo,n,1,n_aes,13,2
DEHYDRATION,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,13,2
DEHYDRATION,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,13,2
DEHYDRATION,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,n,0,n_aes,13,2
DEHYDRATION,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,13,2
DEHYDRATION,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,13,2
DEHYDRATION,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,n,0,n_aes,13,2
DIABETES MELLITUS,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_n,1,n_pct,13,3
DIABETES MELLITUS,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,13,3
DIABETES MELLITUS,METABOLISM AND NUTRITION DISORDERS,Placebo,n,1,n_aes,13,3
DIABETES MELLITUS,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,13,3
DIABETES MELLITUS,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,13,3
DIABETES MELLITUS,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,n,0,n_aes,13,3
DIABETES MELLITUS,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,13,3
DIABETES MELLITUS,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,13,3
DIABETES MELLITUS,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,n,0,n_aes,13,3
FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_n,1,n_pct,13,4
FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,13,4
FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,Placebo,n,1,n_aes,13,4
FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,13,4
FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,13,4
FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,n,0,n_aes,13,4
FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,13,4
FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,13,4
FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,n,1,n_aes,13,4
HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_n,0,n_pct,13,5
HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_pct,0,n_pct,13,5
HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,Placebo,n,0,n_aes,13,5
HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,13,5
HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,13,5
HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,n,1,n_aes,13,5
HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,13,5
HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,13,5
HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,n,0,n_aes,13,5
HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_n,1,n_pct,13,6
HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,13,6
HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,Placebo,n,1,n_aes,13,6
HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,13,6
HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,13,6
HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,n,0,n_aes,13,6
HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,13,6
HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,13,6
HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,n,0,n_aes,13,6
INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_n,1,n_pct,13,7
INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,13,7
INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Placebo,n,2,n_aes,13,7
INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,13,7
INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,13,7
INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline High Dose,n,2,n_aes,13,7
INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,13,7
INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,13,7
INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,Xanomeline Low Dose,n,0,n_aes,13,7
MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,distinct_n,5,n_pct,14,7
MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,distinct_pct,0.07246376811594203,n_pct,14,7
MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,n,8,n_aes,14,7
MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,distinct_n,8,n_pct,14,7
MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,distinct_pct,0.11428571428571428,n_pct,14,7
MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,n,11,n_aes,14,7
MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,distinct_n,7,n_pct,14,7
MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,distinct_pct,0.08139534883720931,n_pct,14,7
MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,n,10,n_aes,14,7
ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,distinct_n,1,n_pct,14,1
ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,14,1
ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,n,1,n_aes,14,1
ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,14,1
ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,14,1
ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,n,1,n_aes,14,1
ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,distinct_n,2,n_pct,14,1
ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,distinct_pct,0.02325581395348837,n_pct,14,1
ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,n,4,n_aes,14,1
ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,distinct_n,1,n_pct,14,2
ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,14,2
ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,n,2,n_aes,14,2
ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,14,2
ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,14,2
ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,n,1,n_aes,14,2
ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,14,2
ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,14,2
ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,n,0,n_aes,14,2
BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,distinct_n,1,n_pct,14,3
BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,14,3
BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Placebo,n,2,n_aes,14,3
BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,distinct_n,3,n_pct,14,3
BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,distinct_pct,0.04285714285714286,n_pct,14,3
BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline High Dose,n,4,n_aes,14,3
BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,14,3
BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,14,3
BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,Xanomeline Low Dose,n,1,n_aes,14,3
